text,label,source,domain,split
nâng cấp máy chiếu vì máy chiếu đã mờ !,negative,UIT-VSFC,education,test
chúng em đã nghỉ khoảng 4 tuần như thế .,neutral,UIT-VSFC,education,test
"thầy dạy nhiệt tình , truyền cảm hứng cho sinh viên .",positive,UIT-VSFC,education,test
"lý do điểm đánh giá thầy wzjwz31 không cao do thầy wzjwz31 không tham gia chính vào công tác giảng dạy môn học , thầy gần như chỉ có mặt ở lớp như để có mặt .",negative,UIT-VSFC,education,test
"em là sinh viên khó khăn , phải vừa làm vừa học , nên thời gian trống không được linh hoạt .",negative,UIT-VSFC,education,test
"không tiếp cận lắm với sinh viên , hơi chán .",negative,UIT-VSFC,education,test
"nhiệt tình , luôn vì học sinh .",positive,UIT-VSFC,education,test
có thời gian để ngủ trên lớp .,neutral,UIT-VSFC,education,test
thầy hiểu học sinh !,positive,UIT-VSFC,education,test
thầy rất nhiệt tình và luôn giải đáp mọi thắc mắc của sinh viên .,positive,UIT-VSFC,education,test
đề thi thực hành cuối kỳ không đánh giá đúng kiến thức của học sinh .,negative,UIT-VSFC,education,test
thầy lên lớp trễ khoảng gần 8h00 .,negative,UIT-VSFC,education,test
giáo viên dạy nhiệt tình .,positive,UIT-VSFC,education,test
"nhiều hoạt động bổ ích , trình độ cao , phát âm chuẩn , tốt .",positive,UIT-VSFC,education,test
nhiều lần nghỉ không thông báo làm sinh viên đến trường rồi lại về !,negative,UIT-VSFC,education,test
"cô dạy tận tụy , nhiệt tình !",positive,UIT-VSFC,education,test
làm sao có thể tìm thấy điểm không hài lòng được .,positive,UIT-VSFC,education,test
"dạy dễ hiểu , tận tâm , dạy từ cơ bản tới nâng cao .",positive,UIT-VSFC,education,test
"mong các môn học tới đề cương môn học và tài liệu tham khảo , cũng như sự tương tác với sinh viên của thầy sẽ được cải thiện nhiều hơn .",negative,UIT-VSFC,education,test
phòng học cần có rèm để máy chiếu được rõ ràng .,negative,UIT-VSFC,education,test
"thầy wzjwz254 rất hài hước và thân thiện , đặc biệt rất quan tâm đến việc học của sinh viên , thầy giải đáp tất cả những câu hỏi của em và cả sinh viên trong lớp , ngoài ra thầy còn nhờ những bạn đã hoàn thành xong bài tập của mình hướng dẫn cho những bạn chưa hiểu .",positive,UIT-VSFC,education,test
cô đến lớp đúng giờ và dạy dễ hiểu .,positive,UIT-VSFC,education,test
học được nhiều điều mới không nằm trong sách vở .,positive,UIT-VSFC,education,test
"giảng viên truyền đạt kiến thức một cách máy móc , không có hiệu quả , tạo không gian học tập áp lực , chán nản cho sinh viên .",positive,UIT-VSFC,education,test
thực hành speaking nhiều hơn .,negative,UIT-VSFC,education,test
"nhiệt tình , giúp đỡ sinh viên , quan tâm đến sinh viên , tìm kiếm tài liệu học tập cho sinh viên học tập một cách hiểu quả nhất , hết mình vì sinh viên .",positive,UIT-VSFC,education,test
"giảng viên nhiệt tình , hướng dẫn chi tiết , truyền đạt kiến thức tốt .",positive,UIT-VSFC,education,test
nên nhiệt tình và quan tâm đến sinh viên nhiều hơn .,negative,UIT-VSFC,education,test
thầy giảng bài còn hơi nhỏ và lướt hơi nhanh nên nhiều bạn không bắt kịp .,negative,UIT-VSFC,education,test
dễ hiểu vui tính .,positive,UIT-VSFC,education,test
"ngoài kiến thức cơ bản môn học , có mở rộng các kiến thức thú vị cho tương lai .",positive,UIT-VSFC,education,test
thầy nên nói tiếng anh tốt hơn .,negative,UIT-VSFC,education,test
"ra đề thi midterm cả lớp toàn 0 , 1 , 2 đến 3 điểm .",negative,UIT-VSFC,education,test
biết tạo không khí sôi nổi cho các bạn sinh viên hưng thú với môn học .,positive,UIT-VSFC,education,test
"giáo viên thực hành wzjwz215 thường xuyên đi trễ ( 30 đến 45 phút ) và hay cho nghĩ vào giờ chót , có 2 bữa cho nghĩ mà không báo trước .",negative,UIT-VSFC,education,test
sinh viên thắc mắc thì giảng viên giải đáp kỹ .,positive,UIT-VSFC,education,test
nhờ nhà trường cấp thêm quạt .,negative,UIT-VSFC,education,test
"nhiều buổi học không có giảng viên , khi liên hệ phòng công tác sinh viên của trường thì không gặp .",negative,UIT-VSFC,education,test
"thầy thường hay cho lớp nghỉ do thầy bận việc , tuy nhiên thầy nên đảm bảo giờ lên lớp của mình .",negative,UIT-VSFC,education,test
"thầy có thái độ phân biệt , chỉ quan tâm đến một vài sinh viên .",negative,UIT-VSFC,education,test
"thầy không nên nói bồi nói đan xen quá nhiều tiếng anh vào trong bào giảng , như thế rất khó hiểu nếu sinh viên không hiểu rõ nghĩa của từ đó là gì .",negative,UIT-VSFC,education,test
"thực hành chưa được học nhưng trên lớp buổi đầu tiên và buổi học thứ hai đã cho bài tập nhưng lại là bài tập của thực hành , mặt khác là cho rất nhiều .",negative,UIT-VSFC,education,test
dạy rất dễ hiểu và có tâm .,positive,UIT-VSFC,education,test
cho sinh viên hiểu rõ về nội dung môn học .,negative,UIT-VSFC,education,test
thường xuyên điểm danh .,negative,UIT-VSFC,education,test
cô dạy nhiệt tình và dành thời gian nhiều cho tụi em luyện tập !,positive,UIT-VSFC,education,test
phương pháp nộp bài của thầy là debug code quay video lấy điểm .,neutral,UIT-VSFC,education,test
đòi hỏi quá cao .,negative,UIT-VSFC,education,test
thầy có thể làm thêm nhiều bài mẫu trên lớp hơn để bọn em nắm rõ bài hơn .,negative,UIT-VSFC,education,test
"mỗi khi chúng em cần hỏi gì , cô đều giúp đỡ .",positive,UIT-VSFC,education,test
bằng chứng là đầu kỳ lớp thầy đông cuối kỳ các sinh viên điều chạy sang lớp khác học ké vì học thầy sợ không hiểu không thể thi cuối kỳ được .,negative,UIT-VSFC,education,test
hướng dẫn tận tình trong tất cả các bài thực hành .,positive,UIT-VSFC,education,test
"giảng nhiệt tình , sử dụng tốt website môn học để thảo luận , trao đổi với sinh viên .",positive,UIT-VSFC,education,test
sau lễ 30 fraction 4 - 1 fraction 5 doubledot giảng viên không đến lớp để giảng dạy .,negative,UIT-VSFC,education,test
"em có đi học ở một trung tâm ngoài trường , tiền học phí so với trường mình về số tiết là gần như tương đương nhau nhưng chất lượng học rất khác nhau , em được đảm bảo giờ lên lớp đúng , thực hành nói , nghe mỗi buổi học .",negative,UIT-VSFC,education,test
bài tập cho hơi khó .,negative,UIT-VSFC,education,test
thầy giảng bài tận tâm và rất nhiệt tình .,positive,UIT-VSFC,education,test
"cô giảng lý thuyết hơn dài , bài tập áp dụng ít chỉ toàn những bài cơ bản , khó áp dụng những bài đó để giải những bài khác nâng cấp hơn .",negative,UIT-VSFC,education,test
đó là điều mà em mong muốn mỗi khi đến lớp .,positive,UIT-VSFC,education,test
thầy không có dạy .,negative,UIT-VSFC,education,test
"giảng viên giảng bài dễ hiểu , nhiệt tình .",positive,UIT-VSFC,education,test
thầy có kiến thức quá tuyệt vời .,positive,UIT-VSFC,education,test
đây là những ví dụ nhập môn mà các em học sinh lớp 8 - 9 khi bắt đầu được học về quy hoạch động để đi thi học sinh giỏi .,neutral,UIT-VSFC,education,test
"giảng viên vui tính , cởi mở , thỉnh thoảng cũng hay khó tính với vài học sinh lười trong lớp .",positive,UIT-VSFC,education,test
"giáo viên giảng dạy nhiệt tình , hiệu quả .",positive,UIT-VSFC,education,test
giáo viên tâm lý .,positive,UIT-VSFC,education,test
thầy luôn lắng nghe tụi em và giải thích mọi thắc mắc cách rõ ràng .,positive,UIT-VSFC,education,test
"thầy nhiệt tình , dạy dễ hiểu .",positive,UIT-VSFC,education,test
mến cô .,positive,UIT-VSFC,education,test
giáo viên giảng dạy khá nhanh .,negative,UIT-VSFC,education,test
"cô dạy rất dễ hiểu , điều chỉnh phù hợp với tốc độ tiếp thu của sinh viên .",positive,UIT-VSFC,education,test
"thầy nhiệt tình , vui tính , thường tích cực hướng nghiệp cho sinh viên .",positive,UIT-VSFC,education,test
thầy hướng dẫn tận tình mà nhẹ nhàng cho sinh viên tiếp thu .,positive,UIT-VSFC,education,test
"thích nhất phần thuật toán dijktra , vì phần này nhờ cấu trúc rời rạc nên thầy giảng thì em biết .",positive,UIT-VSFC,education,test
"em sắp xếp hết lịch đâu vào đấy mà thầy cứ đổi giờ , đổi tiếc thì khó cho em quá .",negative,UIT-VSFC,education,test
"không có , chỉ là do em lười học nên không tiếp thu được .",neutral,UIT-VSFC,education,test
"thầy có vẻ hơi bận rộn , gặp thầy có vẻ khó .",neutral,UIT-VSFC,education,test
theo sát quá trình thực hành của sinh viên .,positive,UIT-VSFC,education,test
"đúng chất một cô giáo viên gương mẫu , cô dạy rất nhiệt tình , rất nhiệt huyết với nghề và cũng rất rất quan tâm tới sinh viên chúng em , dạy bằng cả trái tim .",positive,UIT-VSFC,education,test
"thầy dạy rõ ràng , dễ hiểu .",positive,UIT-VSFC,education,test
"mình rất thích những kiến thức mà thầy giảng giải , tuy môn học khô khan mà em vẫn có thể chú ý lắng nghe .",positive,UIT-VSFC,education,test
tốc độ dạy nhanh .,negative,UIT-VSFC,education,test
"tận tình , vui tính .",positive,UIT-VSFC,education,test
kết thúc môn học mà không được cái gì hết .,negative,UIT-VSFC,education,test
chấm điểm gắt .,negative,UIT-VSFC,education,test
cô dạy giỏi chu đáo .,positive,UIT-VSFC,education,test
không nên dựa theo ví dụ trong đề cương .,negative,UIT-VSFC,education,test
rèn luyện kỹ năng làm bài tập .,positive,UIT-VSFC,education,test
môn học nên thêm thời gian thực hành trên lớp nhiều hơn .,negative,UIT-VSFC,education,test
thầy rất nhiệt tình và quan tâm tới kiến thức của sinh viên .,positive,UIT-VSFC,education,test
khả năng truyền đạt của giảng viên .,neutral,UIT-VSFC,education,test
"rất tận tâm , không những dạy kiến thức chuyên môn còn định hướng nghề nghiệp và đạo đức nghề nghiệp .",positive,UIT-VSFC,education,test
giảng dạy rất nhiệt tình và luôn cố gắng giải đáp mọi thắc mắc của sinh viên .,positive,UIT-VSFC,education,test
"giảng viên hướng dẫn nhiệt tình , dễ hiểu .",positive,UIT-VSFC,education,test
"cần có tài liệu bài bản , rõ ràng .",negative,UIT-VSFC,education,test
giáo viên dễ tính .,positive,UIT-VSFC,education,test
giảng viên nói tiếng anh khó nghe và khó hiểu .,negative,UIT-VSFC,education,test
"thầy giảng bài hơi nhàm chán , bám quá sát và slide môn học .",negative,UIT-VSFC,education,test
"thầy thử nói , một nhóm không ai quen biết , không chung khoa , đã vậy lại không cùng chí hướng lấy gì để cái gọi là đề ra chí hướng và cách thức thực hiện chúng .",negative,UIT-VSFC,education,test
không thu hút được sự tập trung của sinh viên .,negative,UIT-VSFC,education,test
"không cho bài tập về nhà , phần học thực hành có độ dễ chênh lệch rất nhiểu so với lý thuyết .",negative,UIT-VSFC,education,test
"dễ hiểu , đúng giờ !",positive,UIT-VSFC,education,test
từ đó cho thấy doubledot sinh viên lên lớp không được lợi ích gì vì giảng viên không chịu thướng dẫn chỉ ngồi lỳ một chỗ có khi giảng viên lại không chịu lên lớp vậy ở nhà tự học còn hơn .,negative,UIT-VSFC,education,test
nhiệt tình và đúng giờ .,positive,UIT-VSFC,education,test
thầy rất nhiệt vui và dạy dễ hiểu .,positive,UIT-VSFC,education,test
"thầy giảng hay , hướng dẫn giải bài tập chuẩn , có chuyện vui nghe thú vị .",positive,UIT-VSFC,education,test
học sinh chưa thật sự đạt được kiến thức đầy đủ .,negative,UIT-VSFC,education,test
rất nhiệt tình và thân thiện với sinh viên .,positive,UIT-VSFC,education,test
"hơi khó tính , bớt khó tính .",negative,UIT-VSFC,education,test
nhiều kiến thức bổ ích .,positive,UIT-VSFC,education,test
giảng viên tận tâm hướng dẫn sinh viên .,positive,UIT-VSFC,education,test
"giảng viên nhiệt tình , có phương pháp hướng dẫn và sửa bài tập hiệu quả giúp sinh viên nhớ lâu .",positive,UIT-VSFC,education,test
cô tận tâm và thân thiện .,positive,UIT-VSFC,education,test
"nhiệt tình , vui vẻ , thoải mái .",positive,UIT-VSFC,education,test
lý thuyết .,neutral,UIT-VSFC,education,test
khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy .,neutral,UIT-VSFC,education,test
